intervention_id,cycle_id,organization_id,indicator_id,plan_fiscal_year,change_idea_raw,change_idea_normalized,association_status,association_review,primary_category,secondary_tags,classification_method,classification_rule_used,classification_confidence,classification_reason,taxonomy_version,classification_evidence,override_reason,classification_review,workplan_source_ids,progress_source_ids,planned_methods_raw,process_measures_raw,process_targets_raw,workplan_comments_raw,implementation_status,implementation_flags_raw,implementation_notes_raw,progress_comments_raw,outcome_reference,analysis_eligible,analysis_exclusion_reason
intervention_692aabe2bf797a4c6aa2,cycle_8d7af99a11284cafc223,org_67a7ed6a42947362,ind_37478f8fb5db2bb6,2025/26,"Expand Behaviour Support Ontario (BSO) education sessions beyond nursing to allied health, support services (e.g. security, environmental services and others) through Behaviour Support Champions program.","Expand Behaviour Support Ontario (BSO) education sessions beyond nursing to allied health, support services (e.g. security, environmental services and others) through Behaviour Support Champions program.",workplan_only,source_exact_idea,Training & Education,[],rule,"[""v1:Training & Education:\\beducat\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Training & Education"":[""\\beducat\\w*""]}",,unreviewed_rules,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1409""]",[],"[""Advanced Practice Nurse in Geriatrics manually tracks all staff trained.""]","[""Number of staff trained through BSO education sessions.""]","[""15 staff trained as Behaviour Support Champions and of Q4 2025-2026.""]","[""""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_30da6fcc2d9d07c3aadf,cycle_8d7af99a11284cafc223,org_67a7ed6a42947362,ind_37478f8fb5db2bb6,2025/26,Increase Non-Violence Crisis Intervention (NVCI) Corporate Compliance Rate,Increase Non-Violence Crisis Intervention (NVCI) Corporate Compliance Rate,workplan_only,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1411""]",[],"[""Self measured captured through our HRIS training system""]","[""Percent increase in NVCI rate.""]","[""Increase percent trained by 10% to 70% Corporate Compliance by end of Q4 2025-2026.""]","[""""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_c21bd0dbcbcfbe226b7e,cycle_8d7af99a11284cafc223,org_67a7ed6a42947362,ind_37478f8fb5db2bb6,2025/26,Increase capacity in each training session for Gentle Persuasive Approach (GPA) techniques.,Increase capacity in each training session for Gentle Persuasive Approach (GPA) techniques.,workplan_only,source_exact_idea,Training & Education,[],rule,"[""v1:Training & Education:\\btrain(?:ing|ed)\\b""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Training & Education"":[""\\btrain(?:ing|ed)\\b""]}",,unreviewed_rules,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1410""]",[],"[""The Advanced Practice Nurse in Geriatrics manually tracks all sessions offered.""]","[""Number of staff trained through GPA education sessions.""]","[""125 staff will be trained by Q4 2025-2026.""]","[""""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_044d4aff7364d89eb553,cycle_8d7af99a11284cafc223,org_67a7ed6a42947362,ind_37478f8fb5db2bb6,2025/26,Reinforce Gentle Persuasive Approach (GPA) training through mobile skills talks throughout the year.,Reinforce Gentle Persuasive Approach (GPA) training through mobile skills talks throughout the year.,workplan_only,source_exact_idea,Training & Education,[],rule,"[""v1:Training & Education:\\btrain(?:ing|ed)\\b""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Training & Education"":[""\\btrain(?:ing|ed)\\b""]}",,unreviewed_rules,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1412""]",[],"[""The Advanced Practice Nurse in Geriatrics manually tracks all sessions offered.""]","[""Number of GPA sessions completed.""]","[""12 sessions completed by end of Q4 2025-2026.""]","[""""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_b510df9dcac26a04d904,cycle_8d7af99a11284cafc223,org_67a7ed6a42947362,ind_37478f8fb5db2bb6,2025/26,Update the RL Tool to better understand circumstances resulting in violence Make adjustments to the dropdowns in RL that enable the organization to better understand root cause and focus on more targeted mitigation strategies,Update the RL Tool to better understand circumstances resulting in violence Make adjustments to the dropdowns in RL that enable the organization to better understand root cause and focus on more targeted mitigation strategies,workplan_only,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1413""]",[],"[""Self measured changes captured through the RL system""]","[""Update RL platform to enable improved reporting.""]","[""Implement by end of Q1 2025-2026 measure action - Complete or not complete""]","[""""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_0a23a0130bd3727ad8f1,cycle_d768cc424948e4edf686,org_67a7ed6a42947362,ind_3fdbfa1beb8cd349,2024/25,Create standard work for the Patient Care Aides (PCAs) and Nurses to support patient flow and the prioritization of patient acuity to support assessment.,Create standard work for the Patient Care Aides (PCAs) and Nurses to support patient flow and the prioritization of patient acuity to support assessment.,workplan_only,source_exact_idea,Policy / Standardization,[],rule,"[""standard_work""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Policy / Standardization"":[""\\bstandard(?:s|ized|ised)? (?:work|orders?|order sets?|care|pathways?|operating)\\b|\\b(?:clinical|care) pathways?\\b|\\b(?:order sets?|care bundles?|bundle adherence)\\b|\\bnursing standards\\b""]}",,unreviewed_rules,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1315""]",[],"[""Self-measure based on the creation of the standard work.""]","[""Creation of the standard work document.""]","[""By June 30, 2024, the standard work documented will be created for (PCAs) and Nurses.""]","[""""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_54a7c271425224bcf994,cycle_d768cc424948e4edf686,org_67a7ed6a42947362,ind_3fdbfa1beb8cd349,2024/25,Develop communications tools customized to facilitate comprehensive information exchange between physicians and nursing staff during handover.,Develop communications tools customized to facilitate comprehensive information exchange between physicians and nursing staff during handover.,workplan_only,source_exact_idea,Care Coordination & Communication,[],rule,"[""v1:Care Coordination & Communication:\\bcommunicat\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Care Coordination & Communication"":[""\\bcommunicat\\w*""]}",,unreviewed_rules,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1316""]",[],"[""Self-measured based on the creation of the communication tools.""]","[""Communication tools created.""]","[""By August 31, 2024, the communication tools will be created.""]","[""""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_d9f4aae7dba0e50e0446,cycle_d768cc424948e4edf686,org_67a7ed6a42947362,ind_3fdbfa1beb8cd349,2024/25,"Implementation of the short, focused 'mini-huddles' process and communication tools to create situational awareness and collaboration amongst the department leadership.","Implementation of the short, focused 'mini-huddles' process and communication tools to create situational awareness and collaboration amongst the department leadership.",workplan_only,source_exact_idea,Care Coordination & Communication,[],rule,"[""v1:Care Coordination & Communication:\\bhuddle\\w*"",""v1:Care Coordination & Communication:\\bcommunicat\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Care Coordination & Communication"":[""\\bhuddle\\w*"",""\\bcommunicat\\w*""]}",,unreviewed_rules,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1317""]",[],"[""Manual data collection on training completion by the ED leadership team.""]","[""Mini-huddle process and use of communication tools are deployed and put in place.""]","[""By November 30, 2024, 80% of the staff in the ED will have received training on the communication tools.""]","[""""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_d7a86438befbb130c36b,cycle_4a2f4d893a3d69f052a1,org_67a7ed6a42947362,ind_5314e24f5f6e6912,2024/25,Develop EDIB learning curriculum / training material for all staff to complete.,Develop EDIB learning curriculum / training material for all staff to complete.,workplan_only,source_exact_idea,Training & Education,[],rule,"[""v1:Training & Education:\\btrain(?:ing|ed)\\b"",""v1:Training & Education:\\blearning\\b""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Training & Education"":[""\\btrain(?:ing|ed)\\b"",""\\blearning\\b""]}",,unreviewed_rules,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1347""]",[],"[""Self-measure based on the creation of the EDIB learning curriculum.""]","[""The learning curriculum is developed.""]","[""By December 31, 2024, the EDIB learning curriculum and training materia is developed.""]","[""""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_8005afcb88898a55327c,cycle_4a2f4d893a3d69f052a1,org_67a7ed6a42947362,ind_5314e24f5f6e6912,2024/25,Develop a comprehensive EDIB learning strategy.,Develop a comprehensive EDIB learning strategy.,workplan_only,source_exact_idea,Training & Education,[],rule,"[""v1:Training & Education:\\blearning\\b""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Training & Education"":[""\\blearning\\b""]}",,unreviewed_rules,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1346""]",[],"[""Self-measure based on the creation of strategy.""]","[""Creation of a written strategy.""]","[""Written strategy created by September 30, 2024.""]","[""""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_ce41fbb93bdb0c14c152,cycle_4a2f4d893a3d69f052a1,org_67a7ed6a42947362,ind_5314e24f5f6e6912,2024/25,Ontario Indigenous Cultural Safety (ICS) training for QCH Leaders.,Ontario Indigenous Cultural Safety (ICS) training for QCH Leaders.,workplan_only,source_exact_idea,Training & Education,[],rule,"[""v1:Training & Education:\\btrain(?:ing|ed)\\b""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Training & Education"":[""\\btrain(?:ing|ed)\\b""]}",,unreviewed_rules,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1348""]",[],"[""Training is tracked through the ICS report via their website.""]","[""Number of QCH Leaders (management) who have completed training.""]","[""By March 31, 2025, we will have 100% compliance with Ontario ICS training, based on the number of seats available for training (approximately 25 training spots).""]","[""For 2024-25, we should have approximately 25 seats available for training, and the goal is to ensure that all openings available for training are utilized by the end of the 2024-25 FY.""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_341fc6de3e4dba74fae1,cycle_4a2f4d893a3d69f052a1,org_67a7ed6a42947362,ind_5314e24f5f6e6912,2024/25,Targeted training for QCH Leaders on RESPECT training.,Targeted training for QCH Leaders on RESPECT training.,workplan_only,source_exact_idea,Training & Education,[],rule,"[""v1:Training & Education:\\btrain(?:ing|ed)\\b""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Training & Education"":[""\\btrain(?:ing|ed)\\b""]}",,unreviewed_rules,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1345""]",[],"[""Completion rate of the RESPECT training module tracked through VIP application.""]","[""Percent of QCH Leaders (management; formal leaders) who have completed the training.""]","[""By March 31, 2025, 100% of QCH Leaders (management) will have completed the RESPECT training.""]","[""""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
