intervention_id,current_plan_group_id,organization_id,indicator_id,plan_fiscal_year,change_idea_raw,change_idea_normalized,association_status,association_review,primary_category,secondary_tags,classification_method,classification_rule_used,classification_confidence,classification_reason,taxonomy_version,classification_evidence,override_reason,classification_review,workplan_source_ids,progress_source_ids,planned_methods_raw,process_measures_raw,process_targets_raw,workplan_comments_raw
current_2b06c0187c62477516aa,current_group_23ab3c2df9254ec3c4db,org_2e8f27e53bab0301,ind_117417aca1614067,2026/27,"Implement a blended SGN/SDOH education program, co-designed with PFAC and internal partners, for identified leaders to strengthen understanding of patient demographics and the social drivers of health","Implement a blended SGN/SDOH education program, co-designed with PFAC and internal partners, for identified leaders to strengthen understanding of patient demographics and the social drivers of health",workplan_only,source_exact_idea,Training & Education,[],rule,"[""v1:Training & Education:\\beducat\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Training & Education"":[""\\beducat\\w*""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1136""]",[],"[""1. Engage with PFAC for co-design of SGN and SDoH educational program curriculum. 2. Explore and implement adapted education for Physician Leaders. 3. Conduct a pilot educational session with identified leaders to collect feedback. 4. Launch full SGN/SDOH leadership workshops (in person/virtual) for all identified leaders. 5. Distribute micro-learning modules quarterly with tracking of completion rates via LMS.""]","[""1. Develop resources and be accessible on OslerNet (i.e., Key Messages, FAQ, etc.) 2. Develop Osler-wide Communication Plan 3. Conduct in-class and/or virtual workshops* *Workshops include open/drop in webinars, huddles, staff meetings, Epic User Training, adapt learning sessions for physician leaders, etc.""]","[""1. Q1 FY 2026/27 2. January 30, 2026 3. Collecting Baseline""]","[""""]"
current_1e0a4cef70c15cc3ab88,current_group_23ab3c2df9254ec3c4db,org_2e8f27e53bab0301,ind_117417aca1614067,2026/27,Increase awareness of how SGN impacts people centred care and may reduce patient complaints and patient experience survey results specific to SGN discrimination.,Increase awareness of how SGN impacts people centred care and may reduce patient complaints and patient experience survey results specific to SGN discrimination.,workplan_only,source_exact_idea,"Data, Measurement & Dashboards",[],rule,"[""survey""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Data, Measurement & Dashboards"":[""\\bsurveys?\\b|\\bquestionnaires?\\b|\\bfocus groups?\\b""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1137""]",[],"[""1. Implement SGN patient complaint themes and patient survey data collection and reporting through the Inclusion Belonging Health Justice dashboard 2. Monitor and share changes in patient complaints and patient experience survey results relative to training and Epic Go-live""]","[""1. Formalization of dashboard 2. Continue sharing results at key hospital committees.""]","[""1. Q1 FY 2026/27""]","[""""]"
current_41d9a2dd7f83db18edf2,current_group_23ab3c2df9254ec3c4db,org_2e8f27e53bab0301,ind_117417aca1614067,2026/27,Increase identification of patient social drivers of health to enhance people centred care and inform meaningful referrals to equity deserving community resources.,Increase identification of patient social drivers of health to enhance people centred care and inform meaningful referrals to equity deserving community resources.,workplan_only,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1138""]",[],"[""1. Track the utilization and type of patient social drivers of health documented""]","[""1. %age of admitted patients with at least one SDOH identified. 2. %age of types of SDOH selected""]","[""1. Q4 FY 2026/27""]","[""""]"
current_f93ab2872caebd1226c8,current_group_63af18e4f95165eeab14,org_2e8f27e53bab0301,ind_7a3abc3a2d1e247d,2026/27,Elevate patient health literacy through integration of Patient Education vendor in Epic's After Visit Summaries (AVS),Elevate patient health literacy through integration of Patient Education vendor in Epic's After Visit Summaries (AVS),workplan_only,source_exact_idea,Technology & Digital Tools,"[""Training & Education""]",rule,"[""v1:Technology & Digital Tools:\\bEpic\\b"",""v1:Training & Education:\\beducat\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Technology & Digital Tools"":[""\\bEpic\\b""],""Training & Education"":[""\\beducat\\w*""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1143""]",[],"[""1. Completion of vendor procurement and integration with Epic 2. Staff to receive corporate user functionality Epic training""]","[""1. Percentage of AVS with 1 Patient Education resource, where applicable""]","[""1. Collecting Baseline""]","[""""]"
current_3f51c321c9fb795fee33,current_group_63af18e4f95165eeab14,org_2e8f27e53bab0301,ind_7a3abc3a2d1e247d,2026/27,Elevate staff awareness and knowledge regarding patient-provider partnership through the development of a new Involvement in Care iHuddle topic,Elevate staff awareness and knowledge regarding patient-provider partnership through the development of a new Involvement in Care iHuddle topic,workplan_only,source_exact_idea,Care Coordination & Communication,[],rule,"[""collaboration""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Care Coordination & Communication"":[""\\bcollaborat\\w*\\b|\\bpartnership\\w*\\b|\\bcase management\\b|\\bpatient navigat\\w*\\b""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1145""]",[],"[""Co-develop with PFAC and implement Involvement in Care iHuddle Curriculum (i.e. micro-learning) for staff and physicians""]","[""Percentage of inpatient units that receive PEO Involvement in Care iHuddle Curriculum""]","[""100% of inpatient units receive PEO Involvement in Care iHuddle Curriculum""]","[""""]"
current_9dc7d05ae36ba3deaac0,current_group_63af18e4f95165eeab14,org_2e8f27e53bab0301,ind_7a3abc3a2d1e247d,2026/27,Increase timely patient access to their personal health information (i.e. results and clinical notes) by optimizing Epic MyChart New User Enrollment Process,Increase timely patient access to their personal health information (i.e. results and clinical notes) by optimizing Epic MyChart New User Enrollment Process,workplan_only,source_exact_idea,Technology & Digital Tools,[],rule,"[""v1:Technology & Digital Tools:\\bEpic\\b""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Technology & Digital Tools"":[""\\bEpic\\b""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1142""]",[],"[""1. Update EPIC My ChartPatient Handout 2. Finalize and implement MyChart Auto Enrollment process, including utilization report""]","[""1. Completion of Epic MyChart Patient Handout 2. Percentage of MyChart Auto Enrollment""]","[""1. September 30, 2026 2. Collecting Baseline""]","[""""]"
current_3b6863e3e52d6cdf138b,current_group_63af18e4f95165eeab14,org_2e8f27e53bab0301,ind_7a3abc3a2d1e247d,2026/27,Optimize patient safety through integrated interpretation services (Language Line),Optimize patient safety through integrated interpretation services (Language Line),workplan_only,source_exact_idea,Care Coordination & Communication,[],rule,"[""communication_modes""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Care Coordination & Communication"":[""\\b(?:reminder emails?|information sharing|debrief\\w*|interpreter|interpretation services|translation services|language concordant care)\\b""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1144""]",[],"[""Completion of Language Line/EPIC integration""]","[""Percentage of Language Line services utilized through Epic related to the documented need for interpretation""]","[""Collecting Baseline""]","[""""]"
current_beedec4a3f3bf212d640,current_group_835efa1bc56c73fc022b,org_2e8f27e53bab0301,ind_95bacf9e9e5f1267,2026/27,Clear communication of training requirements and impact,Clear communication of training requirements and impact,workplan_only,source_exact_idea,Training & Education,"[""Care Coordination & Communication""]",rule,"[""v1:Training & Education:\\btrain(?:ing|ed)\\b"",""v1:Care Coordination & Communication:\\bcommunicat\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Care Coordination & Communication"":[""\\bcommunicat\\w*""],""Training & Education"":[""\\btrain(?:ing|ed)\\b""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1141""]",[],"[""1. Develop Communication plan with Comms, Med Affairs and Professional Practice a. Attend forums (e.g., Medical Advisory Council, PSA Meetings, NP Council) b. Draft memo for all physicians and nurse practitioners c. Reinforce message re: Training is required for access and customization also an important aspect for success""]","[""% of providers registered for training""]","[""80% of providers registered for training""]","[""""]"
current_f1d2e587537833a10da9,current_group_835efa1bc56c73fc022b,org_2e8f27e53bab0301,ind_95bacf9e9e5f1267,2026/27,Embed personalization completion within Epic training sessions,Embed personalization completion within Epic training sessions,workplan_only,source_exact_idea,Technology & Digital Tools,"[""Training & Education""]",rule,"[""v1:Technology & Digital Tools:\\bEpic\\b"",""v1:Training & Education:\\btrain(?:ing|ed)\\b""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Technology & Digital Tools"":[""\\bEpic\\b""],""Training & Education"":[""\\btrain(?:ing|ed)\\b""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1139""]",[],"[""Personalization completion will be monitored and recorded by the Epic training team as part of overall training session completion.""]","[""1. % of providers that have personalized a preference list, order set, or a smart set at the end of a training session. 2. % of providers that have personalized a smart phrase or a note writer macro at the end of a training session.""]","[""1. 80% of providers have personalized a preference list, order set, or smart set. 2. 80% of providers have personalized a smart phrase or a note writer macro.""]","[""""]"
current_f6deb6b3a91b58528fff,current_group_835efa1bc56c73fc022b,org_2e8f27e53bab0301,ind_95bacf9e9e5f1267,2026/27,System access for physicians and NPs is contingent upon completion of training and personalization.,System access for physicians and NPs is contingent upon completion of training and personalization.,workplan_only,source_exact_idea,Training & Education,[],rule,"[""v1:Training & Education:\\btrain(?:ing|ed)\\b""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Training & Education"":[""\\btrain(?:ing|ed)\\b""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1140""]",[],"[""As part of the access provisioning process, the Epic access provisioning team will verify completion of required training and personalization before granting system access.""]","[""% Percentage of access provisioning requests where the Epic access provisioning team verifies completion of required training and personalization prior to granting system access.""]","[""100% of system access provisioned to physicians and NPs is validated against completed training and personalization requirements.""]","[""""]"
current_9abf9542c1a30dec40aa,current_group_812a6e230ebe7868bea4,org_2e8f27e53bab0301,ind_e7cd9b5804f1c518,2026/27,EGH Physician Rotation scheduling improvements to add additional coverage,EGH Physician Rotation scheduling improvements to add additional coverage,workplan_only,source_exact_idea,Staffing & Scheduling,[],rule,"[""v1:Staffing & Scheduling:\\bschedul(?:e|es|ing)\\b""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Staffing & Scheduling"":[""\\bschedul(?:e|es|ing)\\b""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1146""]",[],"[""1. Review and re-structure physician schedule. 2. Recruit physicians to achieve new schedule.""]","[""1. New schedule created. 2. Number of physicians recruited.""]","[""1. Phase 1 New Schedule by February 1, 2026; Phase 2 New Schedule by June 1, 2026. 2. Physicians recruited - 2""]","[""""]"
current_999779b2d278487e6edb,current_group_812a6e230ebe7868bea4,org_2e8f27e53bab0301,ind_e7cd9b5804f1c518,2026/27,Implementation of Ambulance Offload Time (AOT) algorithm for monitoring and escalation,Implementation of Ambulance Offload Time (AOT) algorithm for monitoring and escalation,workplan_only,source_exact_idea,Ambulance / EMS Flow,[],rule,"[""v1:Ambulance / EMS Flow:\\bambulance\\b"",""v1:Ambulance / EMS Flow:\\boffload\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Ambulance / EMS Flow"":[""\\bambulance\\b"",""\\boffload\\w*""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1148""]",[],"[""1. AOT algorithm education and implementation (process). 2. Establish monitoring mechanism for AOT algorithm (sustainable measurement / monitoring).""]","[""1. Algorithm implemented. 2. Monitoring mechanism established. 3. AOT added to the Access & Flow / Business Continuity Council agenda for monthly monitoring.""]","[""1. Algorithm implemented by April 1, 2026. 2. Monitoring mechanism established by April 1, 2026. 3. Monthly monitoring by Council by March 31, 2027.""]","[""""]"
